"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene","pct.diff"
"OLFML2B",8.48130686355218e-242,0.481566949849375,0.253,0.003,1.896250588553e-237,"4","OLFML2B",0.25
"MAP1B",3.89949430667204e-241,0.952176967142862,0.411,0.03,8.71848937085734e-237,"4","MAP1B",0.381
"MXRA5",2.82582539254665e-240,0.542689909657551,0.263,0.005,6.31798041265581e-236,"4","MXRA5",0.258
"RCN3",4.22257792164042e-238,0.563050612697829,0.326,0.014,9.44083971720364e-234,"4","RCN3",0.312
"FEZ1",2.62698505309978e-237,0.582971353245774,0.33,0.015,5.87341318172048e-233,"4","FEZ1",0.315
"KCNE4",1.93622009498768e-235,0.55733160784748,0.257,0.005,4.32900088837345e-231,"4","KCNE4",0.252
"FBLN5",2.8694760948944e-235,1.45033563007385,0.564,0.081,6.41557465296489e-231,"4","FBLN5",0.483
"GPC3",4.51649120238597e-235,1.4914241112919,0.399,0.03,1.00979710302946e-230,"4","GPC3",0.369
"ROBO2",1.52982342143694e-233,0.720533328478661,0.255,0.005,3.4203792056487e-229,"4","ROBO2",0.25
"LOX",2.90294154160046e-233,0.667269130539046,0.365,0.022,6.4903966987103e-229,"4","LOX",0.343
"NID1",4.40844641029191e-233,0.642705133352535,0.322,0.014,9.85640448413065e-229,"4","NID1",0.308
"C1R",7.66749172372007e-230,2.04547028301624,0.768,0.233,1.71429779958933e-225,"4","C1R",0.535
"FAP",1.04986166979243e-226,0.501707216993895,0.251,0.005,2.34728072132193e-222,"4","FAP",0.246
"CTGF1",3.13543114495301e-225,2.34569188586324,0.837,0.279,7.01019695388594e-221,"4","CTGF",0.558
"OMD",1.09866823531546e-224,0.610037673109537,0.263,0.006,2.45640244051831e-220,"4","OMD",0.257
"LGALS1",3.42685352198726e-223,1.58177501009063,0.904,0.341,7.66175910445912e-219,"4","LGALS1",0.563
"PRKG1",2.86325191882457e-222,0.666301957704538,0.393,0.031,6.40165864010796e-218,"4","PRKG1",0.362
"MYLK1",6.65513785887468e-222,1.24852374565644,0.666,0.133,1.4879557224872e-217,"4","MYLK",0.533
"MFAP2",2.14005124878128e-221,0.650311008243924,0.334,0.018,4.78472658202518e-217,"4","MFAP2",0.316
"RARRES1",1.24284810057942e-220,1.40028763173356,0.417,0.038,2.77875978327548e-216,"4","RARRES1",0.379
"CRYAB",7.86844869440681e-220,1.04054105198514,0.491,0.057,1.75922775909547e-215,"4","CRYAB",0.434
"MGP1",6.22443465628229e-219,2.54648277634496,0.894,0.34,1.39165910045159e-214,"4","MGP",0.554
"PIK3R1",1.86330219488898e-218,0.975075110630963,0.587,0.092,4.16597104733278e-214,"4","PIK3R1",0.495
"EDNRA",7.0497601107346e-215,0.492358293684171,0.253,0.007,1.57618536555804e-210,"4","EDNRA",0.246
"MEG3",1.60156305627019e-213,0.723304551282649,0.334,0.019,3.58077468120888e-209,"4","MEG3",0.315
"MYH11",1.33885227566906e-212,1.07412950303513,0.273,0.01,2.99340591794088e-208,"4","MYH11",0.263
"SPARC1",4.23429690981915e-212,1.51021040700481,0.914,0.28,9.46704103097364e-208,"4","SPARC",0.634
"TMEM176A",1.85373268574337e-208,0.736534312183477,0.393,0.034,4.14457553878502e-204,"4","TMEM176A",0.359
"CPE",5.28361022955543e-205,1.13509339238317,0.438,0.047,1.181309575124e-200,"4","CPE",0.391
"ANGPTL1",2.25370149531541e-204,0.493826744989164,0.291,0.013,5.0388258032262e-200,"4","ANGPTL1",0.278
"IGFBP71",3.77782903703339e-204,1.7655730401517,0.921,0.377,8.44647016099926e-200,"4","IGFBP7",0.544
"FMO2",7.33832486967989e-203,1.26983697437811,0.436,0.049,1.64070267436303e-198,"4","FMO2",0.387
"ANGPTL2",2.87691645932916e-202,0.676479651503677,0.314,0.018,6.43220981976813e-198,"4","ANGPTL2",0.296
"NDN",1.09066308534474e-201,0.845825897504731,0.558,0.096,2.43850452621377e-197,"4","NDN",0.462
"TIMP2",2.83176957280831e-199,1.14594149970286,0.668,0.154,6.33127041088481e-195,"4","TIMP2",0.514
"SMOC2",6.64330772995109e-199,0.691886859699385,0.289,0.015,1.48531074226246e-194,"4","SMOC2",0.274
"EFEMP2",6.73619453281805e-198,0.904007039025481,0.582,0.108,1.50607837364746e-193,"4","EFEMP2",0.474
"CTHRC1",1.70150018572353e-197,1.3363724387,0.326,0.022,3.80421411524066e-193,"4","CTHRC1",0.304
"CAB39L",3.07627151741535e-197,0.583004042796705,0.33,0.023,6.87792785863724e-193,"4","CAB39L",0.307
"KANK2",2.28328943077797e-195,0.736274427805123,0.491,0.069,5.10497850933339e-191,"4","KANK2",0.422
"IGFBP6",4.32378317591453e-191,1.27719974279599,0.407,0.045,9.6671144247097e-187,"4","IGFBP6",0.362
"TBX2",1.68411298996389e-185,0.586774773779726,0.342,0.027,3.76533982296127e-181,"4","TBX2",0.315
"PKD2",2.34569997115804e-185,0.597444017818993,0.371,0.036,5.24451599551515e-181,"4","PKD2",0.335
"COL21A1",9.78590200160575e-183,0.582638691711915,0.267,0.014,2.18793196951901e-178,"4","COL21A1",0.253
"ANXA6",1.77370184884454e-181,0.8605810882159,0.617,0.131,3.96564259364662e-177,"4","ANXA6",0.486
"CLMP",2.20033221077527e-181,0.547614127009121,0.279,0.016,4.91950275685135e-177,"4","CLMP",0.263
"LBH",4.96391255453468e-180,1.03622552353276,0.582,0.112,1.10983156894286e-175,"4","LBH",0.47
"TIMP1",3.74198626352883e-179,2.03886502238467,0.872,0.379,8.36633288799776e-175,"4","TIMP1",0.493
"GEM",1.53734750291375e-178,1.00621126384279,0.413,0.052,3.43720154701456e-174,"4","GEM",0.361
"ITIH5",5.32756175942241e-177,0.610327623619517,0.356,0.033,1.19113625817166e-172,"4","ITIH5",0.323
"UACA1",5.20451539786553e-176,0.958993265235423,0.562,0.101,1.16362555265478e-171,"4","UACA",0.461
"SERPING1",2.40412974045761e-174,1.58291485253889,0.833,0.389,5.37515327371512e-170,"4","SERPING1",0.444
"CLEC11A",8.77514930238289e-174,0.820245978448496,0.452,0.07,1.96194788102677e-169,"4","CLEC11A",0.382
"FSTL3",1.41414775171311e-172,0.751908723739088,0.479,0.071,3.16175154328016e-168,"4","FSTL3",0.408
"STEAP2",2.64438312421792e-172,0.47327814297329,0.283,0.019,5.91231178912642e-168,"4","STEAP2",0.264
"AKAP121",3.03899253195862e-172,0.44452475690183,0.505,0.075,6.79457950295309e-168,"4","AKAP12",0.43
"FMOD",3.36831908040572e-172,0.639029375708547,0.354,0.037,7.5308877999711e-168,"4","FMOD",0.317
"ANTXR1",9.76262626297958e-172,0.876456093319925,0.477,0.081,2.18272797987697e-167,"4","ANTXR1",0.396
"TMEM176B",1.51206827864987e-170,0.930257072062041,0.472,0.072,3.38068225740538e-166,"4","TMEM176B",0.4
"ITGA11",3.02894904551413e-168,1.01514038571691,0.556,0.103,6.77212427596048e-164,"4","ITGA1",0.453
"TNXB",7.5956847129286e-167,0.875227569572393,0.424,0.058,1.69824318811658e-162,"4","TNXB",0.366
"SETBP1",9.22214952702343e-164,0.47740497092962,0.275,0.019,2.0618881912519e-159,"4","SETBP1",0.256
"COX7A11",2.0365413118772e-163,0.771078942089515,0.603,0.121,4.55329906509504e-159,"4","COX7A1",0.482
"CD4",2.36106362674196e-161,0.478077177591046,0.379,0.045,5.27886605666968e-157,"4","CD4",0.334
"SPARCL11",7.03072494168277e-161,1.04468463246416,0.847,0.259,1.57192948246143e-156,"4","SPARCL1",0.588
"CPED1",1.78092459569466e-160,0.389059108084564,0.255,0.015,3.98179121105413e-156,"4","CPED1",0.24
"RND3",5.05249627469101e-160,0.91664593483383,0.511,0.095,1.12963711709542e-155,"4","RND3",0.416
"INHBA",2.30975269742799e-158,0.683909874533812,0.293,0.024,5.16414508090951e-154,"4","INHBA",0.269
"GPX8",3.00823580154571e-158,0.418954361694738,0.306,0.027,6.72581360509589e-154,"4","GPX8",0.279
"ZEB2",5.95199149110724e-158,0.603148085229552,0.501,0.085,1.33074625758176e-153,"4","ZEB2",0.416
"BAG2",4.17454425739545e-157,0.441312367368653,0.265,0.018,9.33344605068475e-153,"4","BAG2",0.247
"ARID5B1",6.15036149424978e-156,1.18086031755418,0.701,0.23,1.37509782288437e-151,"4","ARID5B",0.471
"ITGB5",9.26437354729371e-155,0.505824837598182,0.375,0.048,2.07132863770393e-150,"4","ITGB5",0.327
"ACTN1",2.16431231028906e-154,0.95479560013106,0.583,0.14,4.83896946334427e-150,"4","ACTN1",0.443
"GAS7",4.63278667591299e-154,0.456426938681523,0.259,0.017,1.03579844500063e-149,"4","GAS7",0.242
"MAOB",9.10921700380503e-152,0.369803733869248,0.285,0.023,2.03663873771073e-147,"4","MAOB",0.262
"CFD",5.87936276643226e-149,2.56487701473875,0.536,0.13,1.31450792731892e-144,"4","CFD",0.406
"TGFB1I1",1.03725577301611e-148,0.877687813143112,0.515,0.107,2.31909645730942e-144,"4","TGFB1I1",0.408
"SEPT4",7.96671900018539e-147,0.595949122997512,0.322,0.034,1.78119903406145e-142,"4","SEPT4",0.288
"NOTCH3",1.21561683834794e-146,0.809419829233398,0.251,0.018,2.71787612717833e-142,"4","NOTCH3",0.233
"EPB41L21",1.67294913235619e-146,0.65533920378601,0.53,0.103,3.74037967012197e-142,"4","EPB41L2",0.427
"FZD1",3.21183981804121e-146,0.446881147611766,0.31,0.033,7.18103146517654e-142,"4","FZD1",0.277
"PDLIM7",4.15340382561163e-146,0.823214051766894,0.462,0.084,9.28618027330248e-142,"4","PDLIM7",0.378
"MMP19",5.70648104657565e-146,0.70486163688094,0.342,0.041,1.27585503239338e-141,"4","MMP19",0.301
"ADAMTS1",1.15034653937362e-144,1.32314406272309,0.479,0.098,2.57194479273154e-140,"4","ADAMTS1",0.381
"FBLN2",1.10303595984108e-143,0.742034444117328,0.283,0.026,2.46616779901269e-139,"4","FBLN2",0.257
"SOD3",1.22552041963717e-143,1.56938317918231,0.676,0.24,2.74001855422478e-139,"4","SOD3",0.436
"C2orf40",3.80450902463027e-143,0.822852873531482,0.299,0.029,8.50612127726835e-139,"4","C2orf40",0.27
"ADGRA2",9.61921768331089e-140,0.335481995681598,0.265,0.022,2.15066468963465e-135,"4","ADGRA2",0.243
"LMCD11",3.41542224182758e-139,0.92770240673739,0.562,0.128,7.63620104827811e-135,"4","LMCD1",0.434
"ANO6",3.39460054788653e-138,0.723176556824793,0.456,0.086,7.58964790496471e-134,"4","ANO6",0.37
"RAB8B",4.56834526076041e-137,0.577987254231579,0.413,0.069,1.02139063340081e-132,"4","RAB8B",0.344
"PPP1R12B",4.09391592445816e-135,0.630007157487167,0.348,0.048,9.15317722390355e-131,"4","PPP1R12B",0.3
"MAP7D3",1.71254158058053e-133,0.390586780960919,0.306,0.035,3.82890046586194e-129,"4","MAP7D3",0.271
"CPQ",4.25835664714283e-133,0.779006847476143,0.57,0.157,9.52083379168194e-129,"4","CPQ",0.413
"ZCCHC24",1.76169427306077e-132,0.450554862278633,0.267,0.025,3.93879605570926e-128,"4","ZCCHC24",0.242
"MYL9",9.75895677001652e-132,1.42442729937753,0.752,0.307,2.18190755464029e-127,"4","MYL9",0.445
"SAMHD1",1.38195320666969e-130,0.874218698284059,0.564,0.146,3.08977097947209e-126,"4","SAMHD1",0.418
"TIMP31",7.37639113964819e-130,0.967460736594618,0.855,0.327,1.64921353100254e-125,"4","TIMP3",0.528
"NR2F2",1.27002904729858e-127,0.756532973997049,0.432,0.086,2.83953094395018e-123,"4","NR2F2",0.346
"MXRA7",2.84301150274131e-127,0.643011130793479,0.407,0.074,6.35640511782903e-123,"4","MXRA7",0.333
"VIM1",3.86898465792389e-127,0.889078020011752,0.98,0.738,8.65027589818622e-123,"4","VIM",0.242
"TPM11",6.66384748499483e-126,1.22398230834758,0.821,0.439,1.48990302069514e-121,"4","TPM1",0.382
"RGN",7.95408071007457e-125,0.646533681277881,0.303,0.039,1.77837336515847e-120,"4","RGN",0.264
"CERCAM",1.48188060170511e-123,0.372442101170184,0.251,0.024,3.31318864929228e-119,"4","CERCAM",0.227
"CXCL12",4.56004937926927e-123,0.528916506983371,0.344,0.048,1.01953584021702e-118,"4","CXCL12",0.296
"GPM6B",1.91395736852836e-122,0.802031209113515,0.31,0.043,4.27922588455571e-118,"4","GPM6B",0.267
"SEPT71",2.32901927160889e-122,0.96906450914191,0.796,0.4,5.20722128746315e-118,"4","SEPT7",0.396
"GPX31",2.27633669053564e-119,1.14796095571531,0.774,0.286,5.08943357269959e-115,"4","GPX3",0.488
"CSRP11",9.41826416300003e-118,1.0982226408355,0.701,0.293,2.10573550156355e-113,"4","CSRP1",0.408
"LHFPL61",3.31309541222213e-117,1.03842525237489,0.635,0.217,7.40741872264624e-113,"4","LHFPL6",0.418
"TCF41",2.40862343904495e-116,0.650058673680669,0.635,0.174,5.38520028501669e-112,"4","TCF4",0.461
"ZYX",1.20962114352603e-115,0.857590159074265,0.56,0.164,2.70447095269549e-111,"4","ZYX",0.396
"COL16A1",6.2480173419822e-115,0.327916410566081,0.269,0.032,1.39693171732038e-110,"4","COL16A1",0.237
"PLEKHA4",1.43398193860968e-113,0.373606931641245,0.267,0.032,3.20609681834352e-109,"4","PLEKHA4",0.235
"CAVIN31",2.01095579769945e-113,0.814914326372487,0.576,0.177,4.49609497249644e-109,"4","CAVIN3",0.399
"FZD7",3.24569418685329e-113,0.389018751610063,0.263,0.031,7.25672306296659e-109,"4","FZD7",0.232
"MSRB3",3.41352621355086e-113,0.525708919150773,0.391,0.071,7.63196190825702e-109,"4","MSRB3",0.32
"SPON2",5.37702737753505e-113,0.783010980517646,0.418,0.084,1.20219578106929e-108,"4","SPON2",0.334
"P4HA2",3.24709818651746e-112,0.592635166403281,0.415,0.089,7.25986212541574e-108,"4","P4HA2",0.326
"VASN",3.74770212197092e-110,0.573526538066792,0.318,0.05,8.37911240430257e-106,"4","VASN",0.268
"GSTM3",5.19642227379619e-110,0.548810170831388,0.413,0.089,1.16181609197535e-105,"4","GSTM3",0.324
"SYTL2",6.04888190240018e-110,0.404216275456458,0.259,0.03,1.35240901573863e-105,"4","SYTL2",0.229
"DSE",1.34899502468263e-109,0.329986014844073,0.269,0.033,3.01608307618542e-105,"4","DSE",0.236
"ITGB11",1.45697439878447e-109,1.02361876182349,0.827,0.482,3.25750336080231e-105,"4","ITGB1",0.345
"ZFHX3",8.38144058705935e-109,0.688282449540717,0.444,0.106,1.87392248645473e-104,"4","ZFHX3",0.338
"MRC2",2.19435141028821e-108,0.739626048948429,0.432,0.105,4.90613088312238e-104,"4","MRC2",0.327
"CYTH3",5.38453543334234e-108,0.360473924441402,0.277,0.037,1.20387443218668e-103,"4","CYTH3",0.24
"DSEL",5.71767599239771e-108,0.43974519675102,0.287,0.04,1.27835799838028e-103,"4","DSEL",0.247
"FKBP7",1.74850370341294e-107,0.370592201731036,0.289,0.04,3.90930458009064e-103,"4","FKBP7",0.249
"PHLDB1",2.48938627044936e-107,0.528535075366852,0.367,0.067,5.56576982347068e-103,"4","PHLDB1",0.3
"SDC2",7.61560345307234e-107,0.953556400940036,0.519,0.161,1.70269662003791e-102,"4","SDC2",0.358
"FOXO1",2.17369666545456e-106,0.493588477610463,0.371,0.071,4.8599510046233e-102,"4","FOXO1",0.3
"COL4A11",1.16891380408674e-105,0.88488530987121,0.53,0.137,2.61345748317714e-101,"4","COL4A1",0.393
"CALU",1.53360153168003e-105,0.729508765270765,0.593,0.215,3.42882630453021e-101,"4","CALU",0.378
"CHN1",2.44685001964621e-105,0.547282208503914,0.269,0.035,5.470667273925e-101,"4","CHN1",0.234
"SGCE",2.17429658510673e-104,0.7357775955107,0.45,0.114,4.86129230498162e-100,"4","SGCE",0.336
"ROBO1",1.93225695000525e-103,0.37951270785476,0.253,0.032,4.32014008882174e-99,"4","ROBO1",0.221
"CTSF",1.9908414111059e-103,0.617561251556246,0.489,0.137,4.45112322695058e-99,"4","CTSF",0.352
"ST3GAL4",4.56197333666297e-102,0.368766252022461,0.283,0.041,1.01996599861111e-97,"4","ST3GAL4",0.242
